sub_topic_name,topic_name,subject_name
Neutrophil extracellular traps,Inflammation,Pathology
Complement – Chemoattractant,Inflammation,Pathology
Anti-inflammatory cytokine,Inflammation,Pathology
Integrins – Example,Inflammation,Pathology
Example of CXC chemokine,Inflammation,Pathology
Î±1-antitrypsin – Overview,Inflammation,Pathology
Hereditary angioneurotic edema,Inflammation,Pathology
Antioxidant mechanisms,Inflammation,Pathology
Compositionof Granules in neutrophils,Inflammation,Pathology
Nature of leukocyte infiltrate,Inflammation,Pathology
Sources of Histamine,Inflammation,Pathology
Selectins and their Ligands,Inflammation,Pathology
Stimuli for Inflammatory response,Inflammation,Pathology
Pattern-recognition receptors,Inflammation,Pathology
Vasodilators in inflammation,Inflammation,Pathology
Prostaglandins in inflammation,Inflammation,Pathology
Mediators of Inflammation – Overview,Inflammation,Pathology
Granulomatous disorders – Types and examples,Inflammation,Pathology
Leucotrienes – Overview,Inflammation,Pathology
Complement in Inflammation – Overview,Inflammation,Pathology
Lipoxins – Overview,Inflammation,Pathology
Chediak-Higashi Syndrome,Inflammation,Pathology
Sialyl-Lewis X,Inflammation,Pathology
Chemokines – Classes and members,Inflammation,Pathology
Corrected reticulocyte count,Hemolytic Anemia,Pathology
MC form of immunohemolytic anemia,Hemolytic Anemia,Pathology
Reticulocytes – Overview,Hemolytic Anemia,Pathology
CD-59 is involved in,Hemolytic Anemia,Pathology
Hereditary spherocytosis – Pathophysiology,Hemolytic Anemia,Pathology
PNH – Pathophysiology,Hemolytic Anemia,Pathology
Sickle Cell Anemia – Pathophysiology & Clinical features,Hemolytic Anemia,Pathology
G6PD deficiency – Overview,Hemolytic Anemia,Pathology
G6PD deficiency – Trigger for hemolysis,Hemolytic Anemia,Pathology
Rx for PNH is,Hemolytic Anemia,Pathology
Hb Barts – Structure,Hemolytic Anemia,Pathology
Howell-Jolly bodies are found in,Hemolytic Anemia,Pathology
Thalassemia – Overview,Hemolytic Anemia,Pathology
NESTROF test is used for,Hemolytic Anemia,Pathology
Causes of Intravascular hemolysis,Hemolytic Anemia,Pathology
Red cell distribution width deals with,Hemolytic Anemia,Pathology
G6PD deficiency,Hemolytic Anemia,Pathology
Sickle Cell Anemia,Hemolytic Anemia,Pathology
Hereditary Spherocytosis,Hemolytic Anemia,Pathology
PNH,Hemolytic Anemia,Pathology
Thalassemia,Hemolytic Anemia,Pathology
Basics of Bedside Blood transfusion,Bleeding Disorders,Pathology
Storage duration of Blood components,Bleeding Disorders,Pathology
Universal Plasma Donor,Bleeding Disorders,Pathology
Glanzmann thrombasthenia – Clincal features,Bleeding Disorders,Pathology
Storage temperatures of blood components,Bleeding Disorders,Pathology
Ig A deficiency and Blood transfusion,Bleeding Disorders,Pathology
Prothrombin Time – Overview,Bleeding Disorders,Pathology
Prolonged bleeding time is seen in,Bleeding Disorders,Pathology
ADAMTS13 deficiency is associated with,Bleeding Disorders,Pathology
Spontaneous bleeding in Thrombocytopenia,Bleeding Disorders,Pathology
Test for Estrinsic pathway,Bleeding Disorders,Pathology
von Willebrand factor – overview,Bleeding Disorders,Pathology
inheritance pattern of hemophilia A,Bleeding Disorders,Pathology
HUS – E.Coli strain,Bleeding Disorders,Pathology
Wiskott-Aldrich syndrome – Clinical features,Bleeding Disorders,Pathology
Complications of Blood transfusion – Clinical features,Bleeding Disorders,Pathology
Bernard-Soulier disease,Bleeding Disorders,Pathology
"Chronic ITP – Overview ( Clinical Features, Lab findings )",Bleeding Disorders,Pathology
"Anticoagulants, Vacutainers and Color coding",Bleeding Disorders,Pathology
Thrombin agonist that is not antagonised by heparin,Bleeding Disorders,Pathology
Lab findings in common Hemostatic disorders,Bleeding Disorders,Pathology
TRALI,Bleeding Disorders,Pathology
Platelet functional disorders,Bleeding Disorders,Pathology
"Hemophilia – overview ( Inheritance, Types )",Bleeding Disorders,Pathology
Hermansky-Pudlak syndrome,Bleeding Disorders,Pathology
Spleen & Platelets,Bleeding Disorders,Pathology
Drug induced thrombocytopenia,Bleeding Disorders,Pathology
Factor XIII deficiency,Bleeding Disorders,Pathology
Connective tissue metaplasia,Cellular Adaptations & Injury,Pathology
Epigenetics – definition,Cellular Adaptations & Injury,Pathology
micro-RNA – Overview,Cellular Adaptations & Injury,Pathology
Muscle hypertrophy – Mechanism,Cellular Adaptations & Injury,Pathology
Base pairs is the human genome,Cellular Adaptations & Injury,Pathology
Types of Metaplasia,Cellular Adaptations & Injury,Pathology
Non-coding regulatory RNAs,Cellular Adaptations & Injury,Pathology
Anaplasia – Definition,Cellular Adaptations & Injury,Pathology
Tissue stem-cell locations,Cellular Adaptations & Injury,Pathology
MC metaplasia,Cellular Adaptations & Injury,Pathology
Arterial vs Venous thrombi,Cellular Adaptations & Injury,Pathology
Features of reversible cell injury,Cellular Adaptations & Injury,Pathology
Features of Irreversible cell injury,Cellular Adaptations & Injury,Pathology
Types and examples of Atrophy,Cellular Adaptations & Injury,Pathology
Molecular pathogenesis of Cardiac Hypertrophy,Cellular Adaptations & Injury,Pathology
Cellular adaptations – Overview,Cellular Adaptations & Injury,Pathology
Chromosomal abnormality seen in follicular lymphoma,Non-Hodgkin Lymphoma,Pathology
Hairy-cell leukemia – associated Organism,Non-Hodgkin Lymphoma,Pathology
Spleen involvement in NHL,Non-Hodgkin Lymphoma,Pathology
Sezary cell,Non-Hodgkin Lymphoma,Pathology
Burkitt lymphoma,Non-Hodgkin Lymphoma,Pathology
Cell of origin for CLL/SLL,Non-Hodgkin Lymphoma,Pathology
MC site of Extra-nodal NHL,Non-Hodgkin Lymphoma,Pathology
Lymphoma with high Ki67,Non-Hodgkin Lymphoma,Pathology
Lymphoma with BCL2 overxpression,Non-Hodgkin Lymphoma,Pathology
Downey cells are seen in,Non-Hodgkin Lymphoma,Pathology
DLBCL – IHC,Non-Hodgkin Lymphoma,Pathology
Pautrier microabscesses,Non-Hodgkin Lymphoma,Pathology
MC NHL in India,Non-Hodgkin Lymphoma,Pathology
IHC in Mantle cell lymphoma,Non-Hodgkin Lymphoma,Pathology
Lymphomas & known etiological factors,Non-Hodgkin Lymphoma,Pathology
Marker for hairy-cell leukemia,Non-Hodgkin Lymphoma,Pathology
Extranodal NK/T-cell lymphoma – Clinical Features,Non-Hodgkin Lymphoma,Pathology
WHO classification of Lymphoid Neoplasms,Non-Hodgkin Lymphoma,Pathology
Marginal zone lymphomas,Non-Hodgkin Lymphoma,Pathology
IHC of various lymphomas,Non-Hodgkin Lymphoma,Pathology
CLL / SLL,Non-Hodgkin Lymphoma,Pathology
Mantle-cell lymphoma,Non-Hodgkin Lymphoma,Pathology
p53 – Overview,Molecular Basis of Cancer,Pathology
Types of RAS oncogenes,Molecular Basis of Cancer,Pathology
Metastasis oncogenes,Molecular Basis of Cancer,Pathology
Rb – Molecular basis,Molecular Basis of Cancer,Pathology
Mutations in Cowden syndrome,Molecular Basis of Cancer,Pathology
Mutations in Lobular CA Breast,Molecular Basis of Cancer,Pathology
Mechanisms of Oncogene activation,Molecular Basis of Cancer,Pathology
RET proto-oncogene – Associated tumor,Molecular Basis of Cancer,Pathology
two-hit hypotheses proposed by,Molecular Basis of Cancer,Pathology
Mutations in Uveal Melanoma,Molecular Basis of Cancer,Pathology
Angiogenetic promoters in tumor cells,Molecular Basis of Cancer,Pathology
BRCA – Associated tumors,Molecular Basis of Cancer,Pathology
Mutations in MEN syndrome,Molecular Basis of Cancer,Pathology
Gorlin syndrome – Mutation,Molecular Basis of Cancer,Pathology
Mutations in Glioma,Molecular Basis of Cancer,Pathology
Myc gene – Overview,Molecular Basis of Cancer,Pathology
Mutations in Neurobalstoma,Molecular Basis of Cancer,Pathology
Receptor & non-receptor tyrosine kinase,Molecular Basis of Cancer,Pathology
Cyclins and CDKs in Oncogenesis,Molecular Basis of Cancer,Pathology
Arthus reaction,Immunity & Hypersensitivity,Pathology
Maximum duration for TRALI to occur after blood transfusion,Immunity & Hypersensitivity,Pathology
NK cells Overview,Immunity & Hypersensitivity,Pathology
Toll-Like Receptors,Immunity & Hypersensitivity,Pathology
Lymphocyte recirculation,Immunity & Hypersensitivity,Pathology
ADCC,Immunity & Hypersensitivity,Pathology
Cytotoxic T-cells and NK cells – function,Immunity & Hypersensitivity,Pathology
MHC class III genes encode,Immunity & Hypersensitivity,Pathology
MHC class II Overview,Immunity & Hypersensitivity,Pathology
HLA associated diseases,Immunity & Hypersensitivity,Pathology
Antigen-presenting cells,Immunity & Hypersensitivity,Pathology
B-cell receptor complex,Immunity & Hypersensitivity,Pathology
Anaphylactoid reaction,Immunity & Hypersensitivity,Pathology
HLA genes – Chromosome,Immunity & Hypersensitivity,Pathology
B-cells are induced to produce IgE by,Immunity & Hypersensitivity,Pathology
Basophils are activated by,Immunity & Hypersensitivity,Pathology
Papain – Overview,Immunity & Hypersensitivity,Pathology
HLA typing – Overview,Immunity & Hypersensitivity,Pathology
B lymphocytes – Location & Function,Immunity & Hypersensitivity,Pathology
Innate and Adaptive Immunity,Immunity & Hypersensitivity,Pathology
Role of Macrophages,Immunity & Hypersensitivity,Pathology
Types & Examples of Hypersensitivity Reactions,Immunity & Hypersensitivity,Pathology
"Various receptor types (NOD- Like, C-type, Mannose, RIG-like etc)",Immunity & Hypersensitivity,Pathology
Components of innate immunity,Immunity & Hypersensitivity,Pathology
T Helper cells – Types and Overview,Immunity & Hypersensitivity,Pathology
Copper deficiency – Clinical features,Vitamin defficiency,Pediatrics
Radiological findings in Scurvy,Vitamin defficiency,Pediatrics
Clinical Features of Rickets,Vitamin defficiency,Pediatrics
Windswept deformity is characteristically seen in,Vitamin defficiency,Pediatrics
Rickets in an infant presents as,Vitamin defficiency,Pediatrics
Biotin deficiency – Clinical Features,Vitamin defficiency,Pediatrics
Zinc deficiency – Clinical Features,Vitamin defficiency,Pediatrics
WHO grading of Vitamin A deficiency,Vitamin defficiency,Pediatrics
Vitamin most important in preventing free radical injury,Vitamin defficiency,Pediatrics
Keshan disease is due to,Vitamin defficiency,Pediatrics
Folic Acid supplementation in Pregnancy,Vitamin defficiency,Pediatrics
Scurvy in Infant – Overview,Vitamin defficiency,Pediatrics
Vitamin K deficiency bleeding of the newborn,Vitamin defficiency,Pediatrics
Radiographic features of rickets,Vitamin defficiency,Pediatrics
Vitamin-A supplementation,Vitamin defficiency,Pediatrics
Treatment of Vitamin-A deficiency,Vitamin defficiency,Pediatrics
Indicators of nutritional status,Protein Energy Malnutrition,Pediatrics
RDA for children,Protein Energy Malnutrition,Pediatrics
Grading of Malnutrition,Protein Energy Malnutrition,Pediatrics
Age-independent indices,Protein Energy Malnutrition,Pediatrics
Rx of SAM,Protein Energy Malnutrition,Pediatrics
Kwashiorkor – Clinical Features,Protein Energy Malnutrition,Pediatrics
Definition of Severe Acute Malnutrition,Protein Energy Malnutrition,Pediatrics
MUAC Tape,Protein Energy Malnutrition,Pediatrics
Assessment of Malnutrition treatment,Protein Energy Malnutrition,Pediatrics
Marasmus – Clinical Features,Protein Energy Malnutrition,Pediatrics
WHO classification of nutritional status,Protein Energy Malnutrition,Pediatrics
Refeeding syndrome,Protein Energy Malnutrition,Pediatrics
Gross Motor Milestones,Developmental Milestones,Pediatrics
Fine motor milestones,Developmental Milestones,Pediatrics
Social and adaptive milestones,Developmental Milestones,Pediatrics
Milestones at different stages,Developmental Milestones,Pediatrics
Language milestones,Developmental Milestones,Pediatrics
Tests for development,Developmental Milestones,Pediatrics
Dentition – Overview,Growth & Development,Pediatrics
Height and Weight trajectory in children,Growth & Development,Pediatrics
Micro & Macrocephaly,Growth & Development,Pediatrics
Head circumference – Overview,Growth & Development,Pediatrics
Sexual Maturity Rating,Growth & Development,Pediatrics
Birth weight quadruples by,Growth & Development,Pediatrics
Constitutional Delay,Growth & Development,Pediatrics
Age estimation from X-rays,Growth & Development,Pediatrics
U/L ratio,Growth & Development,Pediatrics
Short stature,Growth & Development,Pediatrics
Periods of growth,Growth & Development,Pediatrics
Genes and common syndromes,Genetic Disorders,Pediatrics
Genomic imprinting,Genetic Disorders,Pediatrics
Achondroplasia – Clinical Features,Genetic Disorders,Pediatrics
Duchenne muscular dystrophy – Overview,Genetic Disorders,Pediatrics
Pedigree chart interpretation,Genetic Disorders,Pediatrics
Inheritance pattern of important diseases,Genetic Disorders,Pediatrics
Neurofibromatosis 1 – Clinical Features,Genetic Disorders,Pediatrics
Diseases of mitochondrial inheritance,Genetic Disorders,Pediatrics
Uniparental disomy,Genetic Disorders,Pediatrics
Ataxia telangiectasia – Overview,Genetic Disorders,Pediatrics
Triple-repeat mutations,Genetic Disorders,Pediatrics
Wiskott- Aldrich syndrome – Overview,Genetic Disorders,Pediatrics
Fragile X syndrome,Genetic Disorders,Pediatrics
NF-1 vs NF-2 – Clinical features & Inheritance,Genetic Disorders,Pediatrics
Iniencephaly,CNS Disorders,Pediatrics
Febrile seizures – Overview,CNS Disorders,Pediatrics
Bacterial meningitis – Prophylaxis,CNS Disorders,Pediatrics
Growing fracture,CNS Disorders,Pediatrics
Cerebral palsy – Clinical Features,CNS Disorders,Pediatrics
Folic Acid in Pregnancy,CNS Disorders,Pediatrics
Tuberous sclerosis – Clinical Features,CNS Disorders,Pediatrics
Antibiotic prophylaxis for Meningitis,CNS Disorders,Pediatrics
MC cause of ventriculomegaly in newborn,CNS Disorders,Pediatrics
Causes of aqueductal stenosis,CNS Disorders,Pediatrics
Juvenile myoclonic epilepsy – Clinical Features,CNS Disorders,Pediatrics
Findings in Neurofibromatosis,CNS Disorders,Pediatrics
Occult spinal dysraphism,CNS Disorders,Pediatrics
Dandy–Walker syndrome – Overview,CNS Disorders,Pediatrics
CSF findings in meningitis,CNS Disorders,Pediatrics
Neural Tube defects – list,CNS Disorders,Pediatrics
Rx of Status epilepticus,CNS Disorders,Pediatrics
Causes of Meningitis in different Age groups,CNS Disorders,Pediatrics
Skin lesions in Tuberous sclerosis,CNS Disorders,Pediatrics
Risk factors for recurrence of febrile seizures,CNS Disorders,Pediatrics
Infantile spasms – Overview,CNS Disorders,Pediatrics
Absence seizures,CNS Disorders,Pediatrics
Marker for neural tube defects,CNS Disorders,Pediatrics
Tubercular meningitis – Overview,CNS Disorders,Pediatrics
Causes of hydrocephalus,CNS Disorders,Pediatrics
How many hours can breast milk be stored,Breastfeeding,Pediatrics
Contraindications of breastfeeding,Breastfeeding,Pediatrics
Breast milk jaundice,Breastfeeding,Pediatrics
Baby-friendly hospital initiative,Breastfeeding,Pediatrics
Breast milk – advantages,Breastfeeding,Pediatrics
Breast milk composition – at different times,Breastfeeding,Pediatrics
Indicators of Breastfeeding Adequacy,Breastfeeding,Pediatrics
Breastfeeding – recommendations,Breastfeeding,Pediatrics
Congenital hypertrophic pyloric stenosis,Gastrointestinal Diseases,Pediatrics
Radiological findings in various GI disorders,Gastrointestinal Diseases,Pediatrics
Causes of flat intestinal mucosa,Gastrointestinal Diseases,Pediatrics
Extraintestinal manifestation of coeliac disease,Gastrointestinal Diseases,Pediatrics
Persistent diarrhea,Gastrointestinal Diseases,Pediatrics
Hirschsprung disease,Gastrointestinal Diseases,Pediatrics
Tracheoesophageal fistula,Gastrointestinal Diseases,Pediatrics
Intussusception,Gastrointestinal Diseases,Pediatrics
Peutz-Jegher’s syndrome,Gastrointestinal Diseases,Pediatrics
